start_time,from,to,duration,region,position
2018-01-04 01:01:56,3528671881314,0163088748734,47,TX,92.217294|-72.3132945
2018-01-06 23:08:13,6177484606803,7641539761902,453,MA,-7.689930|-17.799158
2018-01-11 09:17:24,0579493525722,8302498925680,368,AR,153.616039|53.875324
2018-01-09 23:12:53,6986204058276,4791212892730,109,MH,98.347645|5.190350
2018-01-06 00:56:24,4993374108761,2225278395804,233,SC,47.788394|-66.8840455
2018-01-06 13:25:29,5894470867589,5293350139287,137,IL,-162.383566|4.327577
2018-01-06 17:12:04,2149040456787,2859374843853,420,VT,7.862571|43.802740
2018-01-09 06:37:03,1554561509313,3427281129011,515,AK,128.651526|35.371627
2018-01-01 19:42:50,4485096272386,4493338655431,142,MH,71.986191|-44.813543
2018-01-05 11:23:48,1613935015754,1443895612984,188,IN,-0.256548|58.553720
2018-01-02 02:54:43,4404517804264,6784813011614,330,NY,-170.215601|-28.458415
2018-01-05 13:56:03,4206429250030,3380096748060,47,ND,87.878234|4.217831
2018-01-11 01:53:17,1570310331432,8938295764672,569,NC,4.625874|56.083771
2018-01-08 22:33:55,3500537775234,1152363154757,570,VT,-17.588727|-63.655700
2018-01-05 15:39:00,9295999013637,8474500963112,103,MT,29.964173|-68.0476375
2018-01-03 23:44:28,9974010133515,4478230989854,594,AK,-34.324566|-48.5337245
2018-01-11 08:26:19,3293498669344,2079554922802,271,PA,73.678977|-8.684258
2018-01-06 12:37:35,9212942550140,7840375155744,278,WV,-69.116756|39.485101
2018-01-04 16:46:13,2820840308283,1640816431228,266,DC,-78.081983|25.4721775
2018-01-05 02:41:03,9635950739051,1151515046103,448,MH,-66.766914|-82.6058145
2018-01-10 14:11:40,4570552420672,2128961195990,569,VA,120.021535|76.231483
2018-01-07 16:07:00,7321057418209,3321171044924,447,NJ,-131.877762|50.2176005
2018-01-05 18:19:44,5240334713529,4128602895026,540,NE,-163.723558|89.466380
2018-01-05 16:11:53,7066113025570,3361497589869,275,NM,36.417682|-19.338638
2018-01-03 03:44:05,0785991345290,4186087058225,117,IL,66.538614|-33.451536
2018-01-06 15:20:48,3512855137076,8755534348399,353,WV,-153.208154|-31.090709
2018-01-09 08:56:06,3374630317020,1578612978056,124,VI,-12.686500|-79.2589305
2018-01-06 07:11:54,9113932048452,4093821172216,354,KS,-131.990805|-72.6387835
2018-01-11 08:33:46,2431350031581,1617024329848,87,GA,112.755490|47.810614
2018-01-10 02:23:42,0617489061933,0393279268636,317,HI,-32.588358|29.7603415
2018-01-04 00:12:20,9335902035594,8665782384571,557,LA,-76.854128|46.0450455
2018-01-05 11:03:51,6647072784180,8158434473450,117,NE,109.910780|-66.9955425
2018-01-09 06:52:14,8558461799323,7433565313804,275,MT,84.433799|6.134587
2018-01-08 11:52:21,0430871932002,3488294189789,267,IA,166.947508|-77.8879665
2018-01-06 19:02:58,2109980325394,4460807900943,416,DE,177.252196|-34.2102585
2018-01-03 16:53:53,2414789099606,9965335543506,596,AS,-59.747956|75.4524375
2018-01-10 15:42:39,9432044458674,5401737868680,356,AS,-176.440032|7.2166005
2018-01-08 21:37:53,5995914137022,5478264413246,64,DE,-14.655570|-45.371813
2018-01-10 06:57:02,0999483529003,4425821812368,446,WY,-2.901732|-72.648547
2018-01-03 18:07:21,5800938085278,1376327560120,242,TN,35.649461|-69.1053815
2018-01-02 15:28:59,1160759368689,3921355687048,138,TX,140.917673|82.2530345
2018-01-03 17:14:27,9255058469212,0905794887344,311,PR,-52.254981|0.008615
2018-01-09 14:45:58,0966573299463,4968950271032,466,AL,-178.091210|-30.6550125
2018-01-11 03:56:16,0467993311330,7720906254886,344,FM,-85.717195|80.912183
2018-01-07 02:07:15,8582905572142,1162887322907,271,WV,160.470090|18.566744
2018-01-08 21:10:22,0406164425760,4332020235233,595,NV,16.174230|85.3309355
2018-01-10 01:23:28,6937272894766,0999753071325,579,SC,-56.372814|-38.1613395
2018-01-05 21:53:42,3683642402639,3356132139892,199,DE,-160.860173|-87.7948855
2018-01-07 18:20:53,8967939791379,4041185166128,213,VA,-7.275634|15.7457895
2018-01-02 06:44:39,6842697769972,1176831535253,263,MD,98.639215|-64.5546795
2018-01-09 01:38:02,9822110198545,6872515924673,120,OH,-129.780617|79.783392
2018-01-02 16:15:10,6328864790882,6819889908264,104,WV,-170.333332|-28.6711175
2018-01-05 03:51:04,9138880922063,1658462174425,367,VT,31.066431|25.5473855
2018-01-10 15:08:26,0043102906021,5960553612543,275,AZ,163.963726|20.246450
2018-01-01 01:36:30,7115756087181,5334254426504,166,AZ,-106.337847|-56.364820
2018-01-05 18:58:52,1664125777317,3847787511326,520,UT,57.798668|3.813929
2018-01-07 12:15:40,4949953334718,0316492369797,345,NM,-33.811947|59.1234775
2018-01-05 14:55:47,8351474543473,4971419160658,202,UT,-79.562766|6.803306
2018-01-08 21:09:24,1464150372594,3753029743361,215,MI,140.074201|74.9063315
2018-01-10 04:10:59,7398126216022,2070468901212,140,OH,113.638807|-22.796157
2018-01-03 03:53:50,3174477566911,0370544315242,404,AS,-81.349071|-15.632516
2018-01-01 22:07:56,2383295367615,9222309329009,32,VI,67.275620|-25.025687
2018-01-10 13:27:30,6809387116339,2482526444984,248,NC,174.558726|69.4735915
2018-01-07 22:35:41,9664389311438,0812277910682,500,MI,69.458404|3.494959
2018-01-01 15:39:22,6601944300798,6522242583500,586,WY,-174.695349|-79.1171245
2018-01-04 13:08:53,7208390740228,3334912789680,349,FL,2.026149|67.693247
2018-01-11 05:19:28,4662986777940,6826527683257,576,WY,-64.292235|25.911343
2018-01-06 00:36:17,0404869143679,8525594488917,250,OH,110.311593|36.4573705
2018-01-07 01:23:49,2746682587393,8283619406042,357,AR,-132.126563|-28.9547705
2018-01-02 21:16:23,7373851319182,7281483487086,162,NE,161.017720|60.748628
2018-01-07 23:09:02,1955805129738,8020829423994,248,PR,-143.793751|21.549104
2018-01-02 21:16:35,4904653636238,4504273421267,504,TN,-108.032005|-70.2764675
2018-01-08 05:27:33,6097943662410,8116647176422,98,OR,-91.477282|-72.2526935
2018-01-01 08:06:26,5670782774520,8939533532551,244,NH,157.467098|47.1554565
2018-01-04 10:11:38,8721920881676,1458217485092,317,VI,-168.131415|-76.037387
2018-01-10 10:53:29,0143710425329,1084498465672,188,IA,-117.431566|-13.3982075
2018-01-08 19:20:58,4317838060067,3097674215159,563,MD,-97.486723|44.7497985
2018-01-10 03:34:26,2281878510298,7274612787299,210,SD,-110.858955|-6.211211
2018-01-02 18:07:34,7241666067288,8784057187297,77,NM,-111.336128|-73.560690
2018-01-10 15:19:34,9889465285717,3591802947753,578,MO,75.978795|58.4144685
2018-01-03 12:49:58,0748387752884,1564198871629,380,NC,-25.785646|-3.1452865
2018-01-10 04:25:32,3777395770326,8429674045269,476,MS,134.021470|-75.1447485
2018-01-01 11:13:31,7322606504121,3803085432916,6,VT,149.036793|-25.2166745
2018-01-03 22:56:22,7751776545770,8899144489099,504,DC,148.395373|-46.679728
2018-01-06 17:48:36,7895213697025,5485624500079,447,NY,114.609317|31.4004465
2018-01-11 03:41:42,2119320661974,2686539825995,303,GU,-12.426746|-23.979321
2018-01-03 23:23:50,7058465963760,8295472157258,534,WI,-111.195315|20.186460
2018-01-08 03:35:58,5416353770934,1380095852657,88,KS,-138.744207|-79.6647115
2018-01-04 15:49:56,5752883287195,6448329841032,477,OR,50.054041|-77.768014
2018-01-03 09:58:59,0315944773285,9772935875666,214,CA,-109.553540|-66.149003
2018-01-10 04:55:49,6400032476049,9008077606427,379,NM,-40.987763|41.349258
2018-01-03 11:21:25,8397414069446,8679572606655,531,OR,-177.749152|85.1629445
2018-01-05 03:04:07,5349680036039,0442834064051,24,AK,151.691535|-61.6876815
2018-01-02 06:16:02,0930170925693,2878842582546,8,TX,-98.236462|-2.191644
2018-01-08 06:26:28,7438318064702,9079886255140,75,GU,-67.368038|50.1995335
2018-01-09 12:43:50,8988690286665,8032455361820,179,PR,-86.162975|71.735393
2018-01-06 02:00:44,4159952647257,9783868791048,294,AS,-137.074096|5.8902745
2018-01-01 22:32:57,8535236367092,7527007106194,370,WI,162.097229|-81.038558
2018-01-10 18:48:49,8096309777073,3741966381816,90,AL,48.186828|-21.2702415
2018-01-09 23:05:03,4371814150322,9183546282691,337,WI,-124.738256|-19.204049
2018-01-08 14:29:02,9754252195326,6657093712230,41,MP,28.378464|79.670650
2018-01-05 23:00:27,6953981384123,7974069804223,351,GU,140.401748|27.809878
2018-01-07 19:13:52,1945664670353,4965612538417,298,GA,172.416234|35.011076
2018-01-09 10:46:43,8832110927794,2735317584046,575,VT,-32.904780|-12.919706
2018-01-02 23:02:53,1822620714141,1574893959432,9,NJ,-114.161454|-4.4755655
2018-01-09 17:22:56,2779877181437,3926175008467,93,MN,-80.191883|27.7855215
2018-01-03 08:23:04,4762526561915,8313988632925,551,WY,-121.613238|-74.494026
2018-01-08 23:39:06,7264739507226,8726736392670,425,NJ,-77.884774|-84.9403245
2018-01-09 04:20:33,1386080177923,6189402567086,383,NH,-166.042776|-59.921180
2018-01-08 05:40:05,9460796402850,0738354342303,447,MD,73.981636|-34.452221
2018-01-09 07:53:54,5802732702399,5983275069544,564,AR,-168.801742|60.4628255
2018-01-09 20:23:35,6607880677016,0050807829958,480,MN,-48.122080|21.055710
2018-01-01 12:59:37,0056263991973,3167989278422,568,TX,-131.703710|73.5506295
2018-01-01 18:51:26,0638169154338,7772937749441,575,OH,169.658663|-10.320915
2018-01-01 03:40:56,7388875625693,0117405906216,400,MI,57.499036|-35.2533785
2018-01-07 02:16:35,4362820938300,0840184869639,518,NH,59.134753|87.8918165
2018-01-11 09:18:49,8430589822601,7084779720066,537,IA,-37.789419|0.6805975
2018-01-08 01:30:48,8747964031224,1927603104346,260,MI,-77.014030|9.4105615
2018-01-03 16:46:38,5487851020481,3559011022072,332,MO,-55.588951|40.2399535
2018-01-02 06:37:48,7070696607493,8735142771081,382,NY,-107.506862|61.0381355
2018-01-08 02:01:50,7163336792865,1151034094517,41,VT,-114.704390|-31.325206
2018-01-08 17:18:16,1997347691329,7818654147635,193,CA,174.408284|-56.020020
2018-01-06 22:31:33,8829296126205,0051449349340,569,TX,124.653780|-66.9734415
2018-01-10 15:42:59,3498081875859,6703732160916,549,ND,-59.223245|86.958504
2018-01-04 21:04:47,6915762309062,2391116031048,29,ND,69.279852|80.5856685
2018-01-07 02:33:01,8302584206759,2059184957500,467,IN,25.669902|-6.245941
2018-01-07 06:47:44,0405025696231,7883569619691,217,ID,81.490321|-80.6459505
2018-01-09 23:01:21,4497328957062,8139043126567,387,MH,114.192699|-42.555759
2018-01-11 07:13:32,5383239964830,9447025588710,121,SD,139.260105|-23.391467
2018-01-06 05:54:41,0829842406643,8917505603137,267,MO,-81.598587|74.654569
2018-01-04 08:37:44,9546294850366,8143284059222,249,WI,-150.132465|-40.760496
2018-01-05 07:41:22,5804027442814,4678656345193,218,OK,121.510932|-42.649957
2018-01-11 01:25:30,0776285160581,3200241647123,457,FM,-26.744709|72.522709
2018-01-02 22:25:27,4090344886108,2095321101492,163,IA,-0.591076|-0.2319425
2018-01-06 12:53:03,0908917522364,3151381354731,378,KS,130.036791|35.8337215
2018-01-01 17:12:14,6763117582294,0449743436073,470,TN,6.846369|-30.365761
2018-01-06 23:25:21,1120643920874,1258850330838,357,MP,-45.414508|-49.8452835
2018-01-05 21:06:06,1687860386223,4964103632576,92,NJ,141.879364|7.2504605
2018-01-07 18:35:18,5988539631656,1129269106809,74,FM,13.948628|0.234197
2018-01-03 19:02:07,6046330152433,2111687014935,477,AZ,129.715624|78.546073
2018-01-09 10:31:53,6812607135311,8475156954118,339,OR,-160.165183|-84.047849
2018-01-08 21:13:52,4557576603592,1207764115375,593,OR,117.597295|46.877938
2018-01-01 09:19:28,6563164333852,5989967956184,162,CO,-151.274223|-70.0224385
2018-01-09 03:36:57,5720351029098,9245859709063,226,WV,-8.287241|-5.962546
2018-01-10 08:43:39,4156635512814,5637396923885,346,MI,74.586599|-43.563507
2018-01-08 14:50:55,2222570403684,7774061204521,264,AR,153.484080|-1.173639
2018-01-06 17:54:26,0564674263437,7471823521878,224,CT,-51.418131|41.4881885
2018-01-06 00:17:05,2818995289848,3888465385239,402,KY,-63.468456|27.103900
2018-01-08 03:53:51,2298034417712,0398453503082,135,WY,-73.370058|54.0265335
2018-01-02 09:22:17,3183185148410,3524369418669,421,NY,-76.449153|-37.785142
2018-01-04 09:58:36,4790773155949,6249789339079,114,TN,13.423196|57.6026605
2018-01-05 18:38:48,8688589469611,6295289924193,416,OH,128.035513|-64.339373
2018-01-10 06:20:10,1717501629271,0091369984287,451,GU,11.046083|53.540412
2018-01-06 01:07:19,3384229120158,1068009090154,373,NC,110.899678|72.811727
2018-01-01 02:47:23,6147021160303,6673812316872,404,PR,166.500043|-83.771349
2018-01-03 01:26:41,4932434690959,1648843708433,460,NC,-19.540164|-86.9528705
2018-01-01 19:54:39,9289934319518,2098334302378,546,ME,73.900842|-23.835902
2018-01-03 10:53:45,2501494278357,5398074901869,561,PW,-179.574110|32.3722035
2018-01-06 03:02:34,5143715066698,0550823148000,596,KS,90.013404|-59.912639
2018-01-05 18:12:07,2806961371274,9559462197449,369,WV,65.247930|82.8585195
2018-01-03 10:26:17,9071973029817,8068960145227,541,KY,65.302497|-2.016465
2018-01-02 13:46:06,5549728795780,3505259699262,328,OK,15.906161|13.9663235
2018-01-04 06:46:20,8478434684839,8172675874344,276,NM,-8.007173|10.0349775
2018-01-09 09:55:06,9077144819566,3184792865339,339,AL,-49.840067|82.9156215
2018-01-06 15:23:31,2059620949530,4026288885857,203,PA,166.204491|56.9805685
2018-01-01 00:30:58,8233161203176,1946550668791,150,AS,148.120385|69.298748
2018-01-05 13:02:54,1798945283291,5852415657228,368,TN,-171.654190|-20.372716
2018-01-01 12:32:57,5371516960410,8200374037817,363,TX,-57.809580|-40.071247
2018-01-04 09:39:48,6952941949038,7588481959554,576,WI,40.611850|-8.146364
2018-01-04 07:04:45,4910699224177,0937516553845,230,ME,114.476254|-26.036221
2018-01-04 00:23:22,7842880412024,8643892075612,420,GA,-137.677005|-38.2016745
2018-01-06 11:41:28,8376219823726,5775674209671,93,AK,4.268117|-59.276310
2018-01-07 07:06:51,2168608221769,6814948944315,529,DE,0.783260|-51.851386
2018-01-05 09:36:36,6698820296300,1165139830797,482,ND,-25.738555|-30.7725455
2018-01-01 02:31:09,1773717296271,5907992284163,85,OK,-32.930281|36.603242
2018-01-11 00:01:51,8624670415584,4673278726063,587,CO,141.292187|-70.3506875
2018-01-04 19:16:47,3267091013869,2647796105171,409,SD,77.023090|76.7498895
2018-01-07 11:41:19,2195948213505,5100412100032,299,TX,39.147577|-51.617981
2018-01-08 04:49:12,3454108757913,4150205976201,14,NV,175.224192|47.455928
2018-01-03 06:55:41,3676170760516,2298724605539,20,MS,23.979306|18.552792
2018-01-03 17:23:36,9294096220393,8910698400474,189,PA,87.336759|32.049494
2018-01-04 03:06:43,7423812562938,3718988787619,15,IA,46.502586|7.119464
2018-01-08 20:42:07,1109368002230,3749880313396,171,AK,-49.320344|-78.383053
2018-01-04 10:11:21,6529626867620,3396594518446,576,FL,-46.013756|-76.631303
2018-01-10 05:13:02,7963479076342,0965197329528,310,NY,-112.525935|87.6482235
2018-01-08 06:34:25,8119608819553,6713778334995,334,PW,2.593306|-87.289009
2018-01-08 19:04:08,3605823771441,4216733471475,151,WA,-165.442544|21.648143
2018-01-09 18:55:54,8268732049829,0175690529363,491,TN,-77.517185|-49.995535
2018-01-09 04:46:42,4310387645908,3050829880814,204,GA,-6.142503|89.1008075
2018-01-06 17:42:28,9547273266916,2896801972042,113,IN,-131.230996|-25.0984605
2018-01-06 01:57:32,1952949416306,2345162417666,497,TN,49.332192|63.036549
2018-01-04 09:25:57,7365593641246,6549387132103,214,DE,-1.075971|16.3191105
2018-01-02 16:53:30,3517976000873,1061090720807,202,PA,26.440181|-15.769970
2018-01-03 11:31:07,9502329758104,0546084431868,509,AK,-169.000016|51.2271215
2018-01-07 13:20:37,5818902151670,4971211017396,288,PR,-97.313570|-38.8152835
2018-01-01 16:52:01,7952708286305,9171311597342,230,TX,93.161797|-86.0748045
2018-01-02 14:16:34,0968147041970,1985218435619,267,HI,174.453207|42.7980595
2018-01-05 14:41:03,2800704143102,7353635658091,246,WV,172.098939|-30.372466
2018-01-09 14:57:01,3282144289000,3322105144926,67,CA,16.181588|-76.2575255
2018-01-03 00:55:18,2989200647410,5550233572201,193,CA,-17.140567|6.0912205
2018-01-08 10:34:05,5557104471144,9950541543849,532,DC,-86.002565|67.242826
2018-01-04 03:02:27,2774894031927,9458192513933,261,MH,-149.319987|-86.2669675
2018-01-01 01:57:26,7219529842297,6572906155764,520,KY,-85.025618|-53.6525955
2018-01-02 13:03:27,6609265281904,1563413679419,467,DC,117.617861|-66.1981495
2018-01-08 04:01:06,5964909078608,4778319398573,546,IL,32.991776|-74.570772
2018-01-03 13:19:07,0872303872315,4070076003512,360,WY,144.597560|39.1436985
2018-01-09 23:56:07,5482804206577,4448802793536,524,TX,91.390417|-18.8547655
2018-01-11 00:52:06,1530885058847,3812598194603,164,MO,-32.320749|-84.316908
2018-01-09 11:10:51,7680886912197,0985883601129,525,NE,-110.773360|-63.3144005
2018-01-01 01:27:48,4484767457432,8222510175871,218,VI,112.595988|-12.4430055
2018-01-04 17:31:54,1764861438322,2109776336454,500,MT,58.024653|-42.951179
2018-01-09 16:40:36,9805898095750,9087360805161,163,MN,-124.023011|84.7522045
2018-01-02 04:48:55,8472380560846,9767417912444,242,IL,13.242474|54.898575
2018-01-10 04:09:46,1977384687710,3297673419139,556,IL,-72.644979|-43.6453435
2018-01-04 17:12:22,4631391755575,1332230798485,504,TX,92.315414|21.4226315
2018-01-05 08:39:33,9483016122866,6267374859974,128,AR,27.992159|-69.702358
2018-01-10 18:08:56,7822632810430,0252353056023,189,NH,16.146705|-57.0280985
2018-01-09 05:30:09,8878814301321,0504456333375,426,OH,24.062596|-31.342280
2018-01-08 19:49:35,9400932454917,9904234680631,219,MP,-99.118371|-76.541510
2018-01-06 12:56:23,7652307798212,4206248439623,210,KS,140.144661|-83.755692
2018-01-05 04:24:06,9385765355341,7758011886395,259,PA,-46.443556|-48.6773855
2018-01-10 00:33:48,7395932873860,6458642997647,309,HI,-89.064899|58.5946995
2018-01-03 11:21:21,0535707714048,9643796690841,571,PA,-31.756676|74.971583
2018-01-03 06:13:41,6750866969946,9851986757695,93,NY,-148.867578|-13.875623
2018-01-03 16:47:16,6962102869011,2399516640268,94,TX,-118.681927|-43.0970675
2018-01-09 04:59:46,3539595878774,0640348385329,431,DE,1.725806|13.5434685
2018-01-08 14:48:20,6187765115131,9914990776377,477,MT,-133.802081|-75.1380385
2018-01-07 19:00:58,0545224821537,0761033312495,259,CT,155.467521|-8.2086685
2018-01-01 18:41:02,4756729799591,9373336317126,351,OR,-86.869662|-38.3488705
2018-01-07 19:34:09,8636225846112,9501521206092,195,KY,178.260818|81.005639
2018-01-06 03:09:41,5844433298978,7002388568774,498,AZ,128.760979|68.3326515
2018-01-04 13:20:54,3553357580443,5266181718149,312,PA,-18.940916|-28.3478085
2018-01-02 00:08:04,5368560869619,4151724867537,518,VT,-79.547732|47.8623055
2018-01-02 10:30:03,2868377666523,6827295563318,232,WI,129.860100|14.7922195
2018-01-04 20:33:47,1547358273104,1859654115383,393,KS,-79.927788|63.8444675
2018-01-02 15:27:22,2755161027557,4323339443758,578,MO,93.379426|19.3464915
2018-01-04 13:24:54,2729909321799,2116653257762,153,WI,-24.010693|-14.670432
2018-01-11 04:23:11,3514220074072,2889187045101,394,WV,163.331551|64.1058575
2018-01-10 13:44:37,7107735100656,1306145862839,92,GA,24.214100|1.5919855
2018-01-01 20:59:07,4829113532178,8820469246355,267,GA,0.011375|-81.309578
2018-01-06 06:59:25,8122490034866,8991413131919,555,NE,-51.861941|22.123621
2018-01-06 03:38:05,6149640842448,7271092071875,489,PA,-162.529763|-2.8825545
2018-01-03 11:38:16,7107431349363,3550681643069,285,AL,178.994196|-35.4962525
2018-01-05 04:48:56,9170293321402,2711144121046,247,ND,-154.627861|32.6794415
2018-01-07 03:35:17,5062739919811,8227694903816,259,PR,-100.681828|14.1430695
2018-01-11 01:55:09,7213263156255,9561617541610,541,NV,77.749673|-69.5662055
2018-01-02 11:43:23,6096232578811,3183901556950,123,PR,142.850790|25.468685
2018-01-09 18:10:06,1775761389571,8048064500968,131,VA,-25.267107|-85.966462
2018-01-09 10:56:13,4310047952519,3780252339859,387,NH,171.658110|-15.165641
2018-01-01 14:38:11,6912329318690,3818149643933,106,OK,95.331060|83.9547805
2018-01-10 19:44:47,6565133046186,4425343753922,128,MO,155.772511|-38.8209855
2018-01-02 22:19:00,1141883877329,5226568277803,67,MT,114.493026|78.029409
2018-01-04 13:42:03,0820450973798,6272928362764,184,NJ,81.603911|89.731633
2018-01-06 10:14:14,6929096312179,5471995314743,387,KY,-10.340973|-75.971376
2018-01-04 19:30:49,0227690588765,4023529373673,21,MS,148.186098|-49.9094025
2018-01-08 08:21:46,3504629718155,8387542094923,21,CO,45.348264|11.6079275
2018-01-07 12:55:49,2274305822525,0505889009451,224,DE,177.093813|61.585333
2018-01-01 09:54:52,8145531259124,4057541387284,434,DE,-69.477292|-36.289817
2018-01-10 06:24:31,8063346709592,7298807978354,467,CO,32.323820|40.2260915
2018-01-09 00:54:38,5001272126572,2121039286114,338,PA,-168.051878|-5.342020
2018-01-08 13:18:14,2143907951714,0056624822966,200,WV,19.983068|12.6855045
2018-01-04 08:22:03,5470458429237,6712235042842,26,FL,-141.016644|-88.880650
2018-01-07 14:29:55,7323510377222,6143515922661,144,OK,115.385560|-73.116828
2018-01-04 07:51:54,9769999782775,7699719486038,89,IN,-60.857015|33.9354165
2018-01-07 12:19:48,8170233037287,7854458677463,555,AZ,29.846292|-36.356309
2018-01-05 18:23:17,4522169217960,1339559175925,514,MI,-44.488036|35.156591
2018-01-05 04:21:40,4738625497645,6505195026958,6,MH,-110.925624|-9.680642
2018-01-10 19:59:33,5030065620313,8996871315453,502,MN,-115.548297|84.9623185
2018-01-02 15:00:01,0326576570268,9018150094724,34,VT,-71.259524|-83.220343
2018-01-01 04:15:42,0644761650366,1066820048792,271,MA,113.251919|-6.1538335
2018-01-07 11:47:12,8613821397828,7021052457757,387,UT,167.575185|42.627170
2018-01-10 20:24:45,0090484197678,6234129537636,110,KS,76.881740|-89.0152945
2018-01-09 17:13:49,0276426917128,1009714713321,500,SD,4.661169|20.5076565
2018-01-11 05:54:02,0839803614353,3587827370605,175,VT,48.621906|84.8673655
2018-01-02 17:16:38,4658489211316,2580632330191,255,IN,128.496176|38.9066565
2018-01-06 05:29:50,3849558939029,9914288721035,334,WI,69.129058|32.5819685
2018-01-06 23:05:11,6899606372499,5521335247786,583,CO,128.114870|-17.9725715
2018-01-10 14:29:52,5089398984683,5278289531711,10,UT,-17.524407|48.632404
2018-01-02 18:37:04,7021159610781,0589499216701,377,PA,-129.998911|86.662885
2018-01-04 19:17:00,5312587579693,5625157711984,344,HI,-83.068243|5.1003635
2018-01-02 21:16:03,5870142863308,8965177425887,598,NC,-52.285367|51.4810775
2018-01-05 06:31:00,9435275034649,4381509969107,327,VI,-103.666535|30.726298
2018-01-08 13:10:57,5326175550856,0649650643897,383,WY,56.735482|8.9655285
2018-01-04 11:38:32,4994704477257,5378380171508,297,MH,-150.808317|77.2111355
2018-01-10 19:30:46,4061552406536,6303474121139,86,AS,133.104220|-47.379135
2018-01-04 19:36:32,6031548615181,2721831792583,555,PW,179.317759|45.399717
2018-01-05 11:07:49,6773728532797,9751862253681,435,AR,-61.109753|25.7564725
2018-01-02 02:51:06,0944357771665,1091599367671,222,GU,-49.459361|79.0468645
2018-01-08 00:15:38,3178828734727,2318372831922,90,MP,38.871161|-86.450031
2018-01-06 16:30:57,7155738076031,9600840496887,175,AL,83.273181|-53.732121
2018-01-10 21:52:30,6517423536099,8429119475280,162,WA,-31.392187|17.7756355
2018-01-08 07:25:00,6840587681313,7889039491451,371,NC,-79.465120|-7.054697
2018-01-01 02:55:52,2247379773249,7676321853986,56,GU,124.699199|-20.289022
2018-01-06 11:18:43,0744256226979,6040007683915,430,NE,-146.793673|41.351574
2018-01-03 21:21:52,6479150766372,2966768900970,565,MN,-84.007086|3.865674
2018-01-08 14:58:57,2716244407671,7538865383961,187,CA,105.117698|64.347563
2018-01-03 17:58:59,9550827011883,8025940427931,195,ND,119.890631|-78.6394855
2018-01-02 04:04:47,1094724545425,2477053611967,185,FL,137.984003|82.121481
2018-01-01 19:18:16,2799140447937,5194118872947,551,SC,13.288634|-56.464028
2018-01-09 00:01:28,9531688546028,8776887519671,443,OR,-108.630988|25.754893
2018-01-02 21:28:38,1107277043117,7917852712261,150,RI,38.232959|34.9687335
2018-01-02 11:12:37,2409093179161,4055380832679,81,IA,-29.772959|-87.940308
2018-01-01 12:14:30,7507766071514,9161301175051,557,AS,120.160693|-66.3005875
2018-01-05 07:23:41,6801311516998,9124808909332,68,NE,-29.445689|2.2033785
2018-01-05 22:24:07,2413952197344,5638912464475,167,OK,-103.927746|48.5665145
2018-01-09 13:46:05,5889333040309,6748743334895,451,FL,93.955710|6.861516
2018-01-06 13:21:51,8445582704125,1885274334293,524,NY,-130.770839|-55.885333
2018-01-02 15:34:16,5959722240080,1747584837057,85,MD,-86.454622|89.1216445
2018-01-10 06:51:07,9372785598302,0791571985619,129,MO,64.637984|40.8550865
2018-01-03 13:15:19,5232884647310,1703731828941,514,MT,-8.122201|47.086763
2018-01-07 19:19:58,7702631759305,4225545761648,153,ND,-138.659325|-72.7516855
2018-01-08 23:09:14,3454808337804,1423208353415,483,VT,96.591505|-69.359434
2018-01-06 13:51:16,1438046557171,8409709861471,338,SC,142.239972|-2.6775385
2018-01-10 02:24:47,3076286515734,9673531142115,122,MA,99.298692|-56.9211285
2018-01-06 15:10:04,6970001664431,0353819593863,208,NV,154.369079|-76.414106
2018-01-07 19:05:15,7639560324830,1726906637449,229,UT,-21.164094|-69.664406
2018-01-02 04:52:37,5663013920699,3622017532775,89,FM,133.198969|-30.505831
2018-01-02 09:17:24,6071778032472,5344352642852,221,TN,83.200641|-12.980904
2018-01-08 19:52:53,9836497763023,3370813561125,344,WY,-58.570217|41.355882
2018-01-04 19:00:48,3761114135480,6038568290054,593,HI,-104.043457|33.478772
2018-01-02 05:06:26,6922762552623,6758000910837,545,PW,160.927391|-19.869859
2018-01-07 06:09:22,5245684582515,4116084674004,357,VI,-11.520392|21.0401455
2018-01-05 04:19:09,8298387750481,9308618930308,48,ID,-95.981595|-37.709621
2018-01-03 17:35:50,5546799257296,7821323328045,100,WA,-123.733514|68.9968345
2018-01-02 21:57:25,8515116134341,7745412096799,477,IN,-124.492796|-38.197829
2018-01-03 22:22:01,7115517376088,5801724516372,597,WY,-74.556552|29.9298585
2018-01-07 00:03:25,7545990552167,1672243789230,404,IL,-42.713555|-5.959070
2018-01-10 18:37:18,5392023842473,6429720849143,587,WI,111.655427|40.995580
2018-01-09 10:47:51,0222534452159,0664721959892,321,MI,174.458195|37.446573
2018-01-01 11:51:55,9199236022037,2139284624162,544,FL,121.638363|-68.533367
2018-01-01 07:23:43,7764675753186,4145873724703,346,KY,-2.582873|-69.4216505
2018-01-08 21:14:05,5798025772333,6914254230449,580,IL,-109.301914|74.3133035
2018-01-09 23:17:53,3893306088336,6653610420582,68,MP,13.339729|29.9236605
2018-01-03 17:05:47,9386307202387,3237943039988,179,TX,120.054597|2.1590585
2018-01-02 07:20:43,4658799044674,9047150963236,433,CA,177.259068|-4.184584
2018-01-03 03:52:22,2665586202007,5167574258686,111,NV,164.774632|41.408795
